Module,Course,Language,Platform,Level,Duration,Ratings,Reviews_Count,Title,Description,Published_At,Views,Organization,URLs,Images
Industrial Management,Foundations of Industrial Management,English,YouTube,All Levels,PT11M58S,2 Likes,0,SOFTWARE ENGINEERING CLASS-23 (PRINCIPLES OF RISK MANAGEMENT),,2024-12-31T05:15:50Z,148,INFO TECH,https://www.youtube.com/watch?v=6mbIE2U8KPk,https://i.ytimg.com/vi/6mbIE2U8KPk/hqdefault.jpg
Industrial Management,Foundations of Industrial Management,English,YouTube,All Levels,PT50M41S,76070 Likes,1342,Project Management Simplified: Learn The Fundamentals of PMI's Framework ✓,"Project Management is simple enough to understand. No need to complicate things unnecessarily.  


https://www.linkedin.com/in/denizsasal/ 
PM Templates: https://drive.google.com/file/d/1V9uZSJnr0HKsRlS_jJ38QgI2kq-E704G/view?usp=sharing 

Welcome to this week's episode where I make project management simple for you. 

To make it applicable to the majority of the audience, I am teaching Project Management Institute's (PMI) project management framework. 
________________________________________________
Textbooks and frameworks are always boring. So, to make project management more interesting for you, I ran a project to demonstrate what steps to take and when. 

You won't regret spending 50 minutes to learn the basics of a wonderful practice called project management. 

Although I strongly recommend you watch the entire session without skipping, for those of you who are just looking for snippets of information, you may find below the index of the video;

03:03 What is a project, program, and portfolio and how are they different from operations?
04:08 Project = Project Life Cycle + Project Management Process
04:43 Project Life Cycle
06:52 Process Groups
09:27 LIG, PMP certification or CAPM certification, which one is right for you? [Hint: I am biased!]
11:53 Process Groups - Initiation
13:06 Process Groups - Initiation - Project Charter
16:50 Process Groups - Initiation - Stakeholder Identification
18:17 Process Groups - Planning
20:30 Process Groups - Planning - Collecting Requirements
22:45 Process Groups - Planning - Defining the Scope
24:41 Process Groups - Planning - Scope Baseline
25:12 Process Groups - Planning - Work Breakdown Structure (WBS)
32:22 Process Groups - Planning - WBS Dictionary & Scope Creep
34:39 Process Groups - Planning - Time Management / Developing a Schedule
36:00 Process Groups - Planning - Gantt Chart
37:38 Process Groups - Planning - Fast Tracking a Project & Project Crashing
38:52 Process Groups - Planning - Cost Management
39:42 Process Groups - Planning - Budget development (for PMP or CAPM takers)
41:02 Process Groups - Executing
42:04 Process Groups - Executing - Gold Plating 
43:16 Process Groups - Monitoring and Controlling
45:00 Process Groups - Monitoring and Controlling - Earned Value
47:57 Process Groups - Closing Process Group

 

_______________________________________________________________


What is even a project? It definitely has a sexy tone to it right? Project… 

I just love the way it sounds. I wonder how cool it must sound in French. 

Proje… 
Well, project is a temporary endeavor to create a unique solution. 
Yeah that’s operations. No 
Well, the difference between a project and operations is fairly simple. A project ends. So, it’s temporary. You implement your project, you close it, you create a unique product/service/ or whatever outcome you wanted then you are done. 
Whereas in operations, it’s on-going and repetitive. 
You may have also heard about the terms program and portfolio. Let me just quickly explain them here. Program is multiple projects put together. 

Combined. And Portfolio is similarly. Multiple programs put together.
So, it’s project, program, portfolio. 
Now before I go further, and dive deep. You need to understand something crucial. To run any project, you need 2 methodologies.  
The first one is a project life cycle and the second one is project management process. 
Most people confuse these 2. And if these are not clear, you can kiss the PMP certification goodbye. It’s absolutely amazing how many content creators in YouTube confuse these two. They are not interchangeable. You cannot afford to confuse a project life cycle with a project management process. 
Don’t worry I am going to make it very simple for you. 
Let’s start with Project Life Cycle. 
Project Life Cycle is unique to a project, to an industry, to your needs. 

It’s highly customizable. Think of it like this; a human development is a project. 
So, your life cycle is;
1) Conceiving 
2) Birth
3) Childhood
4) Teenage hood. Teenage hood. Is that a word? Teenaging?  
5) Adulthood 
6) And death
Easy stuff right? So, now if it was an IT project. I am not an IT but it would like something like this; 
High-level design
Detailed Design
Coding
Testing
Installation
And Turnover
This is project life cycle. 
The term cycle is a bit confusing here. I think. But who knows. 

This video covers; 
project management
project management institute
pmp project management professional certification
project life cycle
project management PMI
managing a project
project management fundamentals
fundamentals of project management
project management for beginners
project management course",2017-06-13T19:59:17Z,3216002,Deniz Sasal,https://www.youtube.com/watch?v=ZKOL-rZ79gs,https://i.ytimg.com/vi/ZKOL-rZ79gs/hqdefault.jpg
Industrial Management,Foundations of Industrial Management,Tamil,YouTube,All Levels,PT10M56S,847 Likes,25,INDUSTRIAL MANAGEMENT CLASS # 01,"Following topics were covered in this session: Introduction to the Management, Business organization & a sample organization structure to understand working of management and staff with process output.

Industrial Management- unit # 01 - Basics of management, for 5th semester Diploma Mechanical students Karnataka.

Date or recording: 06-12-2020",2020-12-06T13:18:27Z,55518,DEEMECH,https://www.youtube.com/watch?v=hKs46WbRrKg,https://i.ytimg.com/vi/hKs46WbRrKg/hqdefault.jpg
Industrial Management,Foundations of Industrial Management,Tamil,YouTube,All Levels,PT5M25S,12406 Likes,174,Management Process | Functions of Management process,"In this animated video, I have discussed ""the management process"" in an easily understandable way.
The management process means a process of setting goals and leading the execution of any type of activity, such as a project or a process.
5 steps of management process, Process of management comprises these functions:
Planning, Organizing, Staffing, Directing, Coordinating, and Controlling. These are also steps in a management process.

What is Management - https://youtu.be/GZ2dmbDmB5I
Management skills-https://youtu.be/xHBhFKBLhWs
management style-https://youtu.be/-waR0t5SU2g

Download Management process PDF -https://educationleaves.com/management-process/
Like, share the video and please subscribe to my channel.

My website - https://educationleaves.com/

Follow me  - 
Instagram - https://www.instagram.com/sukanta_mac/
Twitter - https://twitter.com/educationleaves
Linked in - https://www.linkedin.com/in/sukanta-maiti-a4510118b/
#managementprocess #management",2021-06-30T12:17:35Z,613640,Educationleaves,https://www.youtube.com/watch?v=q6LMjurECZM,https://i.ytimg.com/vi/q6LMjurECZM/hqdefault.jpg
Industrial Management,Foundations of Industrial Management,Tamil,YouTube,All Levels,PT45S,6 Likes,1,#industrial #management #diploma #classes #foreman #tnpscexam #mechanical Video Link in 1st Comment.,"Contribution of Henry Fayol & F.W. Taylor for Management - எளிமையான தமிழில் முழுமையான விளக்கம் 
Contribution of Henry Fayol & F.W. Taylor for Management 

TNPSC CESSE | FOREMAN | MECHANICAL | Where to Study? | Books| Decoding Syllabus | Cracking Strategy 
Click the link watch the Video : https://youtu.be/i9pFI-54A6o

McGregor's XY Theory of Management - எளிமையான தமிழில் முழுமையான விளக்கம் :
Click the link watch the Video : https://youtu.be/yt9SJEvMzlI
 
#henryfayol #management #taylor #management #industrial #management #tamil 
#tnpsctamil #tnpscengineeringexam #2023 
#TNPSCengineeringexam #tnpsc2023 #engineering #exams 
#TNPSCengineering #combined #engineering #services #exam 
#tnpscexam 
#TamilNaduengineering
#engineeringjobs
#examtips
#studytips
#preparationstrategy
#questionpapers
#solvedpapers
#competitiveexam
#engineeringstudents #tnpsctamil #tnpscengineeringexam #2023 
#TNPSCengineeringexam #tnpsc2023 #engineering #exams #shorts #trending #shortsviral #youtubeshorts #youtubetrending #short #trend 

Instagram : https://instagram.com/readylearnachieve?igshid=ZDdkNTZiNTM=",2023-03-28T13:00:16Z,117,RLA ACADEMY,https://www.youtube.com/watch?v=IS36__fcVKQ,https://i.ytimg.com/vi/IS36__fcVKQ/hqdefault.jpg
Industrial Management,Foundations of Industrial Management,Tamil,YouTube,All Levels,PT59S,18 Likes,3,RCCB Working Prniciple,"About this video
#HowtoBecomeManager#
  Here you can get simple ideas about become a manager from student to manager, I am trying to reduce the gap in between  student to professional conversion
 
Engineering student to manger Playlist link
https://www.youtube.com/playlist?list=PLr1ZL_UmrFSDIe8lo7qXX3FqRdN-sXsgk
Electrical Units Basics Playlist Link
https://youtube.com/playlist?list=PLr1ZL_UmrFSBKA8_bTgN8EZG8Ve3_cL9-&si=dZ1d2nOHRsUCtgF5
Transformer parts and function Playlist link
https://www.youtube.com/playlist?list=PLr1ZL_UmrFSBTHmlsaZjlYBZRtoQhwEVI
Electrical Safety Playlist link
https://www.youtube.com/playlist?list=PLr1ZL_UmrFSB7aM_9aMdIZDRgQyGVVWIV
Electrical Breakers
https://www.youtube.com/playlist?list=PLr1ZL_UmrFSA0sQOs6b_PSHKDYCNbb4ii
Types of cables in Electrical
https://www.youtube.com/playlist?list=PLr1ZL_UmrFSDnDvoKU9uXBRhKnO3xerLn
Induction Motor basics
https://www.youtube.com/playlist?list=PLr1ZL_UmrFSCCJZf4jRSO69gl-mGMYrh7
Instrumentation
https://www.youtube.com/playlist?list=PLr1ZL_UmrFSCTKd4Xy7ZNoKMUkECwrXt3
Electrical surge/Lightning arrester
https://www.youtube.com/playlist?list=PLr1ZL_UmrFSAFnKaC0QB95X5w6uHL0dSd
CT Current Transformer basics 
https://www.youtube.com/playlist?list=PLr1ZL_UmrFSD4HcH7N6LB4YuqK4WFMU8W
DG Diesel generator basics
https://www.youtube.com/playlist?list=PLr1ZL_UmrFSBuxGeAMumOk-RnA9PkueEH
Plant Utility equipment basics
https://youtube.com/playlist?list=PLr1ZL_UmrFSBYiZ6MDQZEOkKe4HxNfydM&si=mtntJVe2VZpdc8YU
Electrical Protection Relay
https://youtube.com/playlist?list=PLr1ZL_UmrFSASYcy6_qsUzun7IJ9XGJEq&si=qK0MDZYCfGzTMsxP
Electrical testing
https://www.youtube.com/playlist?list=PLr1ZL_UmrFSAtUIuN7_TEM_R05FMsZ4ES
Electrical Timer basics
https://www.youtube.com/playlist?list=PLr1ZL_UmrFSABBnlqZZD8I287E6_h0SUE
Energy meter basics
https://www.youtube.com/playlist?list=PLr1ZL_UmrFSB82pp0mayHcUOT5Qu46gRc
Industry and domestic Electrical bill basics 
https://www.youtube.com/playlist?list=PLr1ZL_UmrFSBtr8UxG7HwJcse3qe2oIhb
Home appliances
https://www.youtube.com/playlist?list=PLr1ZL_UmrFSCFmgBpH24z_HTEXKpOGf5n
Unnoticed
https://www.youtube.com/playlist?list=PLr1ZL_UmrFSCLmLuKwud0gJ0EgUZjmC3f
Microsoft Excel Basics
https://www.youtube.com/playlist?list=PLr1ZL_UmrFSBYqmVAw4j_HQolo0egfUKz

About our channel:
Here you can find a videos for industrial equipment basic working principle & efficient Operation maintenance in Tamizh(Tamil) with simple animation.
Electrical & Instrumentation
Transformers parts and working animations
HT/LT breakers MCB, MPCB, MCCB, ACB, VCB, starters explanation
Induction motor and alternator working animation and DG maintenance
Types of sensors and working principle with usages -RTD, Thermocouple, Proximity sensors,
Earting system and its types-TT, TN-C TN-C-S
CT- Current transformer working and connection
Electrical Distribution system, Switch yard operations, motor, VFD, DG...etc
Utility
Boiler, power plant, Chiller plant, Compressor, Fire protection systems, Water treatment plant-WTP/ETP/STP, AHU-Air handling unit, BMS-Building management system, HVAC-Heat and ventilation air conditioner.
BEE-Bureau of energy efficiency
Energy manager exam notes and previous year question paper with answer.
This channel will help for engineering students, freshers and industrial working people.
Electrical Home appliances
Fan connection and troubleshooting
UPS and inverter connection
House wiring and troubleshooting explained with simple animation
Refrigerator working animation and troubleshooting-Thermostat issues and over cooling issues explained
Electricity bill reduction ideas and basic understanding of Tamil Nadu tariff rates
AC-Air conditioner working animation and service troubleshooting 
Mixer, Grinder troubleshooting and maintenance
HT/LT breakers MCB,MPCB,MCCB,ACB,VCB,starters explanation
Induction motor and alternator working animation and DG maintenance
Types of sensors and working principle with usages -RTD, Thermocouple, Proximity sensors,
Earting system and its types-TT, TN-C TN-C-S
CT- Current transformer working and connection
Electrical Distribution system,Switch yard operations,motor,VFD, DG...etc
Utility
Boiler,power plant,Chiller plant,Compressor,Fire protection systems,Water treatment plant-WTP/ETP/STP, AHU-Air handling unit,BMS-Building management system,HVAC-Heat and ventilation air conditioner.
BEE-Bureau of energy efficiency
Energy manager exam notes and previous year question paper with answer.
This channel will help for engineering students, freshers and industrial working people.
Electrical Home appliances
Fan connection and troubleshooting
UPS and inverter connection
House wiring and troubleshooting explained with simple animation
Refrigerator working animation and troubleshooting-Thermostat issues and over cooling issues explained
Electricity bill reduction ideas and basic understanding of Tamil Nadu tariff rates
AC-Air conditioner working animation and service troubleshooting 
Mixer,Grinder troubleshooting and maintenance",2025-01-01T12:30:50Z,238,General Engineering,https://www.youtube.com/watch?v=y6-ZtOSq4uU,https://i.ytimg.com/vi/y6-ZtOSq4uU/hqdefault.jpg
Industrial Management,Operations Management,Sinhala,YouTube,All Levels,PT27M33S,900 Likes,65,Operations and supply chain management - Episode 01 (SINHALA),"What is an operation?
What is a Supply chain?
Logistics vs Supply chain Management 
Stages of supply chain 
Challenges of Supply chain Management 
Effectiveness, Efficiency and Value",2021-04-24T03:11:43Z,32531,Athabula අතැඹුල,https://www.youtube.com/watch?v=CbR5RD0qPDk,https://i.ytimg.com/vi/CbR5RD0qPDk/hqdefault.jpg
Industrial Management,Operations Management,Sinhala,YouTube,All Levels,PT6M6S,8866 Likes,104,What is Operation Management? | Duties and Responsibilities in Operation Management,"In this video, I have discussed "" what is operation management?""
Operations management is an area of management involved in planning, conducting the process of production and redesigning business operations in the production of goods or services. It requires planning, organizing, and inspecting the organization’s processes to balance revenues and costs to get the highest possible operating profit.
Topics I have covered in this video are -
What operation management is? Define operation management, functions of operations management, 
role of operation management, Nature of Operations Management, Duties and Responsibilities in Operations Management or what does operation management do, and Benefits of Operations Management.

Read in details or Download PDF - https://educationleaves.com/what-is-operations-management/

My website - https://educationleaves.com/

Follow me on - 
Instagram - https://www.instagram.com/sukanta_mac/
Twitter - https://twitter.com/educationleaves
Linked in - https://www.linkedin.com/in/sukanta-maiti-a4510118b/
#operationmanagement

0:00 Introduction
1:42 Product Design
2:12 Forecasting
2:40 Supply Chain Management
3:27 Delivery Management
3:56 1. Product Quality
4:14 Productivity
4:33 3. Customer Satisfaction
4:53 Maximize Revenue
5:25 Improve Innovation",2021-11-18T07:46:19Z,486498,Educationleaves,https://www.youtube.com/watch?v=tdZOjBODtE4,https://i.ytimg.com/vi/tdZOjBODtE4/hqdefault.jpg
Industrial Management,Operations Management,Sinhala,YouTube,All Levels,PT1H53M58S,23 Likes,3,UGC NET Management 2024 Marathon | Unit-8 Management Statistic and Operations Management Revision,"UGC NET Management Paper 2 Marathon | Unit-8 Management Statistic and Operations Management Complete Revision | Yogesh Sir JRFAdda | Commerce Spotlight

👉 UGC NET Free Offline Test by JRFAdda
Offline Mock Test Registration Link - https://www.jrfadda.com/offline-test
Offline Classes Jaipur - https://forms.gle/5DLPHqj9xbW1ZUGd8

➤ Buy JRFAdda UGC NET Test Series
👉 https://www.flipkart.com/ugc-net-test-series/p/itm1c977aab2638c

➤ Contact Us:
🌐 Website: https://www.jrfadda.com/
📥 Download JRFAdda App Now: https://play.google.com/store/apps/details?id=com.govtjobs.alertapp
👉 Have Any Query? Ask Us.
🤙 Call: 07314621120
📧 Email: jrfadda@gmail.com

Hi everyone!
I am an aspiring educator  and through this channel, I am going to share my experiences with you all on UGC NET Examination which I qualified in 2022 November with JRF Award in commerce as my major.
This channel will Be a ONE STOP SOLUTION For all Commerce Students starting with making a discourse where we can explore more about career avenues in the arena of commerce.

As well as PHD related concerns will be entertained here. The Content will be helpful for those who are preparing for -UGC NET-JRF, SET, KVS, NVS and  PGT Commerce and also for the students who are pursuing Bachler's or Masters in Commerce and Management.

I am going to share all the related information regarding upcoming examinations in the above mentioned categories as well.

Motive is to provide best content with easy delivery and bringing out the best versions of ourselves!

C'mon, let's grow together!

If you can feel me do take out some time from your precious life and consider Subscribing My Channel and provide your valuable feedbacks.
Ayushi Gupta 
JRF 2022

A Learner Always 😊

➤ Key Features - Why We?
🌟 Best in EdTech Industry.
🌟 Highly experienced faculties.
🌟 Daily Free PDFs.
🌟 Doubt Forum.
🌟 Daily Free Quiz

👥 Follow JRF Adda on Social Media
👍 Instagram: https://www.instagram.com/jrfaddaofficial/
👍 Telegram: https://t.me/jrfaddaofficial
👍 Twitter: https://twitter.com/AddaJrf
👍 Mobile App: https://bit.ly/JRFAddaApp

⏰ Subscribe to Our Other YouTube Channel
🔔 JRFAdda: https://www.youtube.com/@CommerceSpotlight

#ugcnet2024 #ugcnetdec2024 #ugcnetpreparation2024 #ugcnetpreparation #ugcnetexam #ugcnet #commercespotlight  #ugcnetpaper2 #ugcnetpaper2preparation  #ugcnetmanagement #paper2ugcnet",2024-12-30T19:42:06Z,351,Commerce Spotlight by JRFAdda,https://www.youtube.com/watch?v=bHbA0JQTDCw,https://i.ytimg.com/vi/bHbA0JQTDCw/hqdefault.jpg
Industrial Management,Operations Management,English,YouTube,All Levels,PT11M48S,669 Likes,7,Operation Management in 12 minutes,"What is Operation Management? Duties and Responsibilities in Operation Management.

👉 Want me to help our channel? If so, click here for get a copy of the book on Operation Management - https://amzn.to/3XshmrW

➡️ V I D E O S    T O    W A T C H    N E X T :

Marketing Management - https://youtu.be/65MQnEMf-uI

Risk Management - https://youtu.be/jfaABy0E6r4

Comparative Human Resource Management - https://youtu.be/tIhmH8TOrok

 --------------------------------------------

👍 Don't Forget to Like, Comment, and Subscribe!
If you find this video helpful, please give it a thumbs up, share your thoughts in the comments below, and subscribe to our channel for more insightful content

🔔 Hit the Bell Icon to get notified whenever we upload new videos!

 --------------------------------------------

Inquiries: tanmay750m@gmail.com",2024-09-22T13:38:12Z,21083,Leaders Talk,https://www.youtube.com/watch?v=l-MnHBREzG8,https://i.ytimg.com/vi/l-MnHBREzG8/hqdefault.jpg
Industrial Management,Operations Management,English,YouTube,All Levels,PT36M42S,4728 Likes,118,Lecture 1 Introduction to Operations Management,Operations Management Chapter 1: Introduction to Operations Management,2019-02-27T14:20:39Z,361987,Eddy Witzel,https://www.youtube.com/watch?v=DEuzzLled6k,https://i.ytimg.com/vi/DEuzzLled6k/hqdefault.jpg
Industrial Management,Operations Management,English,YouTube,All Levels,PT6M6S,8866 Likes,104,What is Operation Management? | Duties and Responsibilities in Operation Management,"In this video, I have discussed "" what is operation management?""
Operations management is an area of management involved in planning, conducting the process of production and redesigning business operations in the production of goods or services. It requires planning, organizing, and inspecting the organization’s processes to balance revenues and costs to get the highest possible operating profit.
Topics I have covered in this video are -
What operation management is? Define operation management, functions of operations management, 
role of operation management, Nature of Operations Management, Duties and Responsibilities in Operations Management or what does operation management do, and Benefits of Operations Management.

Read in details or Download PDF - https://educationleaves.com/what-is-operations-management/

My website - https://educationleaves.com/

Follow me on - 
Instagram - https://www.instagram.com/sukanta_mac/
Twitter - https://twitter.com/educationleaves
Linked in - https://www.linkedin.com/in/sukanta-maiti-a4510118b/
#operationmanagement

0:00 Introduction
1:42 Product Design
2:12 Forecasting
2:40 Supply Chain Management
3:27 Delivery Management
3:56 1. Product Quality
4:14 Productivity
4:33 3. Customer Satisfaction
4:53 Maximize Revenue
5:25 Improve Innovation",2021-11-18T07:46:19Z,486498,Educationleaves,https://www.youtube.com/watch?v=tdZOjBODtE4,https://i.ytimg.com/vi/tdZOjBODtE4/hqdefault.jpg
Industrial Management,Operations Management,English,YouTube,All Levels,PT11M8S,267 Likes,4,Ideal Skills of an Operations Manager | Simplicity Consultancy,"To be effective in jobs, organizational leaders must possess a wide range of abilities. Whether you're moving into an administrative, managerial role, your work abilities can help you succeed and be more successful. Organizational leaders build strong confidence and competence to take on the position's obligations, from setting finances and arranging job descriptions to interacting with groups. 

👨🏼‍💻At Simplicity Consultancy we aim to make consulting simple. We create videos that explain the world of consultancy. From answering what is consulting, explaining operations management, diving into management consulting and operations consulting.👩🏽‍💻

👉🏽So if you want to know all things that goes on in the world of consultant, then consider subscribing for weekly advice across industries. https://bit.ly/3xfsvhi 👍🏽

📚Do you want to increase profits, reduce complexity and streamline operations, get your FREE EBOOK here: https://go.simplicityconsultancy.co.uk/ebook1

Who are we: https://www.simplicityconsultancy.co.uk/

MY  FAVOURITE GEAR:
📕 How to Take Smart Notes: https://amzn.to/3p0IqNy
🎤 Voiceover Microphone: https://amzn.to/3wHLj8p
📈What I Use For Video Analytics: https://vidiq.com/simplicityconsultancy/

#consulting #operationsmanagement #consultant",2021-08-05T16:30:04Z,26291,Simplicity Consultancy,https://www.youtube.com/watch?v=tOJZ6Q5-WUs,https://i.ytimg.com/vi/tOJZ6Q5-WUs/hqdefault.jpg
Industrial Management,Operations Management,English,YouTube,All Levels,PT19M53S,3 Likes,0,160 Calendar vocabulary - Operational and Process Management,"Basic Business English.
Exposure to Basic Business English.
Five language learning functions: 
vocabulary, listening, pronunciation, understanding, practical usage. 

Fun with Calendar vocabulary - Operational and Process Management.

Kontakt z podstawowym Angielski do biznesu.
Pięć funkcji nauki języka:  
słownictwo biznesowe, słuchanie, wymowa, zrozumienie, praktyczne zastosowanie.

Zabawa z słownictwem kalendarzowym - Zarządzanie operacyjne i procesowe.",2024-12-30T08:34:48Z,24,leszek lachcik,https://www.youtube.com/watch?v=pgaGoh0EFtk,https://i.ytimg.com/vi/pgaGoh0EFtk/hqdefault.jpg
Industrial Management,Operations Management,English,YouTube,All Levels,PT7M37S,4342 Likes,134,What do Operations Managers Do? | Rowtons Training by Laurence Gartside,"Operations are the core daily activities that create and deliver value to the customers. 

𝐅𝐑𝐄𝐄 𝐌𝐢𝐧𝐢 𝐕𝐢𝐝𝐞𝐨 𝐂𝐨𝐮𝐫𝐬𝐞 - 𝐓𝐡𝐞 𝐅𝐨𝐫𝐠𝐨𝐭𝐭𝐞𝐧 𝐅𝐮𝐧𝐝𝐚𝐦𝐞𝐧𝐭𝐚𝐥𝐬 𝐨𝐟 𝐎𝐩𝐞𝐫𝐚𝐭𝐢𝐨𝐧𝐬 𝐌𝐚𝐧𝐚𝐠𝐞𝐦𝐞𝐧𝐭
📚 https://hub.rowtonstraining.com/offers/NWAghz72

Operations is one of the main functions of almost any organisation. But ""this"" video is about the actual role of operations manager across a wide range of organisations and industries even if they don't call themselves that.

Everything you buy has come to you via operations managers.  Your furniture, your laptop, your internet service, medical care, the water coming out of your tap, the amazon package you got delivered... Operations Managers were responsible for every one of these products and services - created and delivered under their design, planning and supervision.
 
Operations managers are responsible for designing, delivering, developing and directing the operations of an organisation be that a factory, restaurant, hospital, airport, in the armed forces or a law firm.

Designing - the processes, facilities, layouts and systems of the operations
Delivering - planning and controlling of the ongoing operations. Responsible for the results being    achieved
Developing - improving the operations. Identifying opportunities, prioritizing, allocating resources and implementing them
Directing  - medium / long term management - steering performance, preparing and adapting for the future


𝐅𝐑𝐄𝐄 𝐌𝐢𝐧𝐢 𝐕𝐢𝐝𝐞𝐨 𝐂𝐨𝐮𝐫𝐬𝐞 - 𝐓𝐡𝐞 𝐅𝐨𝐫𝐠𝐨𝐭𝐭𝐞𝐧 𝐅𝐮𝐧𝐝𝐚𝐦𝐞𝐧𝐭𝐚𝐥𝐬 𝐨𝐟 𝐎𝐩𝐞𝐫𝐚𝐭𝐢𝐨𝐧𝐬 𝐌𝐚𝐧𝐚𝐠𝐞𝐦𝐞𝐧𝐭
📚 https://hub.rowtonstraining.com/offers/NWAghz72


𝐅𝐑𝐄𝐄 𝐄-𝐁𝐎𝐎𝐊- 𝟏𝟎 𝐬𝐭𝐞𝐩𝐬 𝐭𝐨 𝐏𝐫𝐨𝐩𝐞𝐥 𝐲𝐨𝐮𝐫 𝐂𝐚𝐫𝐞𝐞𝐫 𝐢𝐧 𝐎𝐩𝐞𝐫𝐚𝐭𝐢𝐨𝐧𝐬 𝐌𝐚𝐧𝐚𝐠𝐞𝐦𝐞𝐧𝐭
📚 https://rowtonstraining.com/propel-your-career-in-operations-management/
.
.
.
.
💻🌐 𝐒𝐞𝐥𝐟-𝐒𝐭𝐮𝐝𝐲 𝐎𝐧𝐥𝐢𝐧𝐞 𝐓𝐫𝐚𝐢𝐧𝐢𝐧𝐠 𝐂𝐨𝐮𝐫𝐬𝐞𝐬🚀💯:

📊 𝐎𝐏𝐄𝐑𝐀𝐓𝐈𝐎𝐍𝐒 𝐌𝐀𝐍𝐀𝐆𝐄𝐌𝐄𝐍𝐓 𝐀-𝐙
🔗 https://rowtonstraining.com/course/operations-management-a-z-business-processes-and-systems/

🏭 𝐋𝐄𝐀𝐍 𝐌𝐀𝐍𝐔𝐅𝐀𝐂𝐓𝐔𝐑𝐈𝐍𝐆 𝐀-𝐙
🔗 https://rowtonstraining.com/course/lean-manufacturing-a-z-lean-operations-management/

🚚 𝐒𝐔𝐏𝐏𝐋𝐘 𝐂𝐇𝐀𝐈𝐍 𝐌𝐀𝐍𝐀𝐆𝐄𝐌𝐄𝐍𝐓 𝐀-𝐙
🔗 https://rowtonstraining.com/course/supply-chain-management-a-z-operations-logistics-basics/

🚢 𝐋𝐎𝐆𝐈𝐒𝐓𝐈𝐂𝐒 𝐌𝐀𝐍𝐀𝐆𝐄𝐌𝐄𝐍𝐓: International Freight and Shipping
🔗 https://rowtonstraining.com/course/logistics-management-international-transport-shipping/

 📦 𝐈𝐍𝐕𝐄𝐍𝐓𝐎𝐑𝐘 𝐌𝐀𝐍𝐀𝐆𝐄𝐌𝐄𝐍𝐓 𝐀-𝐙 
🔗 https://rowtonstraining.com/course/inventory-management-a-z-supply-chain-business-operations/

⚠️ 𝐒𝐀𝐅𝐄𝐓𝐘 𝐒𝐓𝐎𝐂𝐊 𝐂𝐀𝐋𝐂𝐔𝐋𝐀𝐓𝐈𝐎𝐍 : Inventory Control
🔗 https://rowtonstraining.com/course/inventory-management-safety-stock-calculation-and-control/

📈 𝐊𝐏𝐈s: 𝐊𝐄𝐘 𝐏𝐄𝐑𝐅𝐎𝐑𝐌𝐀𝐍𝐂𝐄 𝐈𝐍𝐃𝐈𝐂𝐀𝐓𝐎𝐑𝐒 𝐀-𝐙
🔗 https://rowtonstraining.com/course/kpis-key-performance-indicators-a-z-performance-management/

📊𝐒𝐔𝐏𝐏𝐋𝐘 𝐂𝐇𝐀𝐈𝐍 𝐊𝐏𝐈s
🔗 https://rowtonstraining.com/course/supply-chain-management-kpis-metrics-inventory-performance/


👨‍💼💼 Follow me on LINKEDIN for the latest operations management trends and insights 
👉🏼      linkedin.com/in/laurence-gartside/



👨‍🏫 Our MBA style business school courses cover the business school fundamentals of Operations Management, Supply Chain, Inventory, Logistics, Lean Manufacturing and more!

💪Join the tens-of-thousands of professionals who have already studied with us and you too can turbo-charge your career and your business!🔥


𝐅𝐑𝐄𝐄 𝐄-𝐁𝐎𝐎𝐊- 𝟏𝟎 𝐬𝐭𝐞𝐩𝐬 𝐭𝐨 𝐏𝐫𝐨𝐩𝐞𝐥 𝐲𝐨𝐮𝐫 𝐂𝐚𝐫𝐞𝐞𝐫 𝐢𝐧 𝐎𝐩𝐞𝐫𝐚𝐭𝐢𝐨𝐧𝐬 𝐌𝐚𝐧𝐚𝐠𝐞𝐦𝐞𝐧𝐭
📚 https://rowtonstraining.com/propel-your-career-in-operations-management/

#operationsmanagement    #businessessentials    #businessperformance      #manufacturingbusiness    #productionmanagement    #supplychainmangement    #businessoperations    #businessconsultant    #onlinetraining",2021-08-21T15:21:07Z,195953,Laurence Gartside,https://www.youtube.com/watch?v=W_oErtmbSDU,https://i.ytimg.com/vi/W_oErtmbSDU/hqdefault.jpg
Industrial Management,Operations Management,Tamil,YouTube,All Levels,PT7M42S,93 Likes,3,What is Operations Management? (Explained in Tamil),"Ganesh Training Academy (GTA) 

Videos on MBA Concepts, Book reviews, Soft skills and Business Administration Lectures.",2023-12-14T11:30:21Z,4217,Ganesha Pandian,https://www.youtube.com/watch?v=rhXtvWo0-50,https://i.ytimg.com/vi/rhXtvWo0-50/hqdefault.jpg
